query,subject,score
NP_587890.1,XP_001554026.2,1169.0
NP_594954.1,XP_024552343.1,1168.0
NP_593482.1,XP_024553341.1,1163.0
NP_595055.1,XP_024551196.1,1141.0
NP_594031.2,XP_024547186.1,1138.0
NP_595435.1,XP_024546154.1,1135.0
NP_594861.1,XP_001550040.1,1133.0
NP_596180.1,XP_024550012.1,1129.0
NP_593035.1,XP_024550002.1,1125.0
NP_594759.1,XP_024551074.1,1122.0
NP_594813.1,XP_024548646.1,1122.0
NP_596503.1,XP_001546108.1,1121.0
NP_596653.1,XP_024551682.1,1121.0
NP_592832.2,XP_001553507.2,1118.0
NP_595890.2,XP_001556201.1,1115.0
NP_595937.1,XP_001555229.1,1112.0
NP_001018299.1,XP_024551233.1,1096.0
NP_593080.1,XP_024552918.1,1095.0
NP_596689.2,XP_024548986.1,1090.0
NP_596437.2,XP_001557201.2,1090.0
NP_593640.1,XP_024548723.1,1082.0
NP_588086.1,XP_024545943.1,1072.0
NP_001342913.1,XP_024550580.1,1069.0
NP_595304.1,XP_024546604.1,1064.0
NP_594183.2,XP_024550260.1,1062.0
NP_587900.1,XP_024551430.1,1062.0
NP_594396.1,XP_001554467.1,1058.0
NP_595392.1,XP_024547203.1,1042.0
NP_594069.2,XP_024546061.1,1039.0
NP_588114.1,XP_024547690.1,1033.0
NP_595102.2,XP_024552023.1,1025.0
NP_594290.1,XP_001551015.2,1024.0
NP_596614.1,XP_001547714.1,1022.0
NP_593979.1,XP_024546145.1,1017.0
NP_588025.2,XP_024550550.1,1014.0
NP_596329.1,XP_024547133.1,1013.0
NP_596526.1,XP_001552617.1,1011.0
NP_587766.1,XP_024550273.1,1007.0
NP_595477.1,XP_024552751.1,1005.0
NP_588149.1,XP_024547939.1,1001.0
NP_595343.1,XP_024553318.1,1000.0
NP_594319.1,XP_024553221.1,994.0
NP_596202.1,XP_024552549.1,994.0
NP_588472.2,XP_001550040.1,994.0
NP_595403.1,XP_024551694.1,993.0
NP_593894.1,XP_024551898.1,989.0
NP_588492.1,XP_001555378.2,988.0
NP_588004.2,XP_024551894.1,986.0
NP_595686.2,XP_001556045.1,985.0
NP_593474.1,XP_001558214.1,984.0
NP_001342849.1,XP_024548324.1,983.0
NP_596189.3,XP_024548371.1,982.0
NP_595246.1,XP_024553563.1,981.0
NP_001342861.1,XP_024551783.1,981.0
NP_593572.1,XP_024548197.1,980.0
NP_596117.1,XP_001558489.2,976.0
NP_596171.1,XP_001558190.1,975.0
NP_594487.2,XP_001557711.1,975.0
NP_588421.1,XP_024547856.1,972.0
NP_593890.1,XP_001558536.2,968.0
NP_593704.1,XP_024547856.1,964.0
NP_593352.1,XP_001549321.1,963.0
NP_595759.2,XP_024550334.1,959.0
NP_595357.1,XP_024550554.1,957.0
NP_593260.1,XP_001546997.2,957.0
NP_593112.1,XP_024549773.1,955.0
NP_593245.1,XP_001557140.1,954.0
NP_593816.1,XP_024547690.1,949.0
NP_001342781.1,XP_001549229.1,946.0
NP_588502.1,XP_001547998.1,944.0
NP_594576.1,XP_001547723.2,941.0
NP_595946.1,XP_024550556.1,940.0
NP_593609.1,XP_001545837.2,939.0
NP_588116.1,XP_001553964.2,934.0
NP_001342702.1,XP_001560814.1,932.0
NP_595472.2,XP_001560460.1,931.0
NP_593459.1,XP_001549629.1,930.0
NP_594731.1,XP_001547614.1,928.0
NP_593660.1,XP_024551783.1,926.0
NP_596732.1,XP_024551782.1,925.0
NP_588344.1,XP_024546240.1,924.0
NP_596066.1,XP_024552879.1,924.0
NP_595963.1,XP_024551655.1,922.0
NP_595148.1,XP_001558878.1,919.0
NP_593691.1,XP_024550758.1,919.0
NP_594482.1,XP_024552983.1,915.0
NP_595793.1,XP_001554467.1,914.0
NP_594365.1,XP_024551174.1,914.0
NP_593425.1,XP_024548320.1,913.0
NP_001342928.1,XP_024553343.1,907.0
NP_595086.1,XP_024550711.1,906.0
NP_593557.1,XP_024551768.1,904.0
NP_587795.1,XP_001547107.1,902.0
NP_595837.1,XP_001561038.1,902.0
NP_596086.1,XP_001551631.1,901.0
NP_587771.1,XP_024545951.1,900.0
NP_001342826.1,XP_001550563.1,899.0
NP_001342707.1,XP_024553558.1,895.0
NP_596049.2,XP_024551486.1,894.0
NP_596319.1,XP_024551430.1,884.0
NP_595281.1,XP_001552779.1,883.0
NP_593777.1,XP_001557197.2,883.0
NP_593277.1,XP_024552559.1,879.0
NP_596545.1,XP_001556462.1,879.0
NP_593371.1,XP_024549164.1,875.0
NP_593102.1,XP_024551999.1,874.0
NP_594862.1,XP_001555701.1,874.0
NP_595098.1,XP_024549714.1,873.0
NP_593720.1,XP_024554050.1,869.0
NP_595998.1,XP_024546283.1,867.0
NP_593985.1,XP_024546558.1,862.0
NP_595949.1,XP_001553920.1,856.0
NP_592838.1,XP_024550705.1,849.0
NP_595153.2,XP_024553304.1,849.0
NP_594155.1,XP_024552652.1,846.0
NP_588291.2,XP_024550810.1,844.0
NP_595810.1,XP_024548716.1,843.0
NP_596011.1,XP_001561262.1,843.0
NP_596800.2,XP_001552063.2,843.0
NP_596743.1,XP_001547942.1,842.0
NP_594448.2,XP_024547981.1,841.0
NP_587862.1,XP_024553118.1,840.0
NP_595335.1,XP_024548254.1,838.0
NP_595438.1,XP_024548553.1,838.0
NP_593490.1,XP_024546869.1,838.0
NP_594690.1,XP_024548877.1,833.0
NP_596289.1,XP_001554379.1,833.0
NP_594233.1,XP_001553289.1,830.0
NP_593729.1,XP_001551851.1,828.0
NP_592986.1,XP_001547853.2,828.0
NP_593254.1,XP_024549977.1,826.0
NP_596355.1,XP_024547263.1,824.0
NP_595341.1,XP_024549891.1,823.0
NP_596713.1,XP_024548002.1,822.0
NP_594919.1,XP_024553215.1,822.0
NP_596014.1,XP_024546963.1,822.0
NP_592919.1,XP_024552077.1,820.0
NP_594068.1,XP_001546441.1,811.0
NP_587856.1,XP_024551745.1,811.0
NP_595060.1,XP_024552752.1,809.0
NP_588050.1,XP_024550603.1,808.0
NP_596612.1,XP_001553867.2,807.0
NP_588027.1,XP_024546610.1,807.0
NP_593218.1,XP_001551508.1,806.0
NP_594623.1,XP_001557622.1,806.0
NP_596431.1,XP_024546353.1,803.0
NP_587757.1,XP_024551045.1,800.0
NP_596573.1,XP_001556647.1,800.0
NP_595255.1,XP_024551045.1,800.0
NP_594440.1,XP_024551045.1,800.0
NP_593017.1,XP_024546095.1,798.0
NP_596635.1,XP_024553485.1,793.0
NP_594288.2,XP_001553653.2,793.0
NP_593996.1,XP_001548290.1,791.0
NP_593437.1,XP_001547913.1,790.0
NP_001342761.1,XP_024547371.1,790.0
NP_593935.1,XP_024547629.1,787.0
NP_588103.1,XP_024550494.1,787.0
NP_594219.2,XP_024548892.1,785.0
NP_594060.2,XP_024547330.1,785.0
NP_587855.2,XP_001546379.2,785.0
NP_596178.1,XP_024546908.1,783.0
NP_588211.1,XP_024549891.1,782.0
NP_596233.1,XP_001555378.2,782.0
NP_592894.1,XP_001552177.1,780.0
NP_594987.1,XP_024547951.1,778.0
NP_588235.1,XP_001559959.2,777.0
NP_595524.1,XP_001555201.1,777.0
NP_588091.1,XP_024547881.1,775.0
NP_001342717.1,XP_001557576.1,774.0
NP_001342938.1,XP_001548290.1,773.0
NP_594902.1,XP_024548422.1,772.0
NP_001342976.1,XP_024549633.1,771.0
NP_595369.1,XP_001553658.1,769.0
NP_596381.1,XP_024546718.1,769.0
NP_596797.1,XP_001559267.1,769.0
NP_593151.1,XP_024553278.1,768.0
NP_593129.1,XP_024550431.1,768.0
NP_595155.1,XP_001558922.1,763.0
NP_595299.2,XP_024548884.1,762.0
NP_595238.1,XP_024550356.1,762.0
NP_594488.1,XP_001550098.2,761.0
NP_594853.1,XP_001553964.2,759.0
NP_594856.2,XP_024551768.1,757.0
NP_595382.1,XP_001556811.1,756.0
NP_595653.1,XP_024552095.1,749.0
NP_593520.1,XP_024553847.1,746.0
NP_595792.1,XP_024552898.1,746.0
NP_595106.1,XP_001555925.1,746.0
NP_595871.1,XP_024548820.1,745.0
NP_596807.1,XP_024546940.1,745.0
NP_595586.1,XP_001557549.1,743.0
NP_596774.1,XP_001555925.1,742.0
NP_593966.1,XP_024553826.1,741.0
NP_595618.1,XP_024553767.1,740.0
NP_588142.1,XP_001549113.1,740.0
NP_596613.1,XP_024552150.1,739.0
NP_593483.1,XP_024548313.1,736.0
NP_001342776.1,XP_024549665.1,735.0
NP_596209.1,XP_001554094.1,733.0
NP_596147.1,XP_024552953.1,728.0
NP_001342720.1,XP_024548771.1,727.0
NP_588132.1,XP_024546171.1,727.0
NP_594205.1,XP_024547346.1,726.0
NP_596650.1,XP_024546500.1,725.0
NP_594259.1,XP_024553379.1,724.0
NP_594811.1,XP_001546710.1,724.0
NP_595319.2,XP_001550012.2,721.0
NP_595248.1,XP_001558350.2,721.0
NP_593702.2,XP_024546835.1,721.0
NP_596607.1,XP_024552947.1,716.0
NP_596410.1,XP_001557272.2,716.0
NP_596379.1,XP_024551378.1,716.0
NP_594652.1,XP_024552078.1,714.0
NP_596805.1,XP_001558921.1,713.0
NP_594948.1,XP_024551481.1,712.0
NP_594783.1,XP_001554492.1,712.0
NP_587701.1,XP_024549489.1,709.0
NP_595095.1,XP_024549724.1,708.0
NP_595892.1,XP_001555093.1,707.0
NP_595218.1,XP_001545784.1,707.0
NP_592863.1,XP_024547048.1,707.0
NP_593321.1,XP_001546921.2,706.0
NP_593995.1,XP_001555249.2,705.0
NP_588033.1,XP_001550389.1,705.0
NP_592941.1,XP_024551895.1,705.0
NP_593649.2,XP_001549251.1,704.0
NP_587868.1,XP_001553070.2,704.0
NP_593216.2,XP_001548290.1,703.0
NP_596804.1,XP_001553699.2,702.0
NP_593860.1,XP_024549035.1,702.0
NP_595898.1,XP_001545413.1,701.0
NP_595530.1,XP_024547583.1,701.0
NP_595406.1,XP_024553730.1,701.0
NP_596153.1,XP_001556741.2,699.0
NP_596523.1,XP_024547901.1,699.0
NP_594788.2,XP_024548365.1,698.0
NP_594385.1,XP_024551363.1,694.0
NP_596823.1,XP_001559530.1,694.0
NP_593069.1,XP_024547664.1,692.0
NP_596499.2,XP_024551601.1,692.0
NP_001342853.1,XP_024551315.1,691.0
NP_596021.1,XP_024547874.1,689.0
NP_594263.2,XP_001560625.1,689.0
NP_596491.1,XP_001557918.1,689.0
NP_594135.1,XP_024553369.1,688.0
NP_001342793.1,XP_001554616.1,688.0
NP_596745.1,XP_024552309.1,687.0
NP_594442.1,XP_001551363.1,687.0
NP_001342759.1,XP_001548318.2,686.0
NP_001342802.1,XP_024550472.1,686.0
NP_593828.2,XP_001555507.1,684.0
NP_596452.1,XP_001545716.1,684.0
NP_594037.1,XP_001554263.1,684.0
NP_596324.1,XP_001555974.1,682.0
NP_594459.2,XP_001545917.2,682.0
NP_593718.2,XP_024546969.1,682.0
NP_593053.2,XP_024553648.1,682.0
NP_594106.1,XP_001553377.1,681.0
NP_588559.1,XP_024551504.1,681.0
NP_588371.3,XP_024550380.1,679.0
NP_596494.2,XP_001550466.1,678.0
NP_593318.2,XP_024552416.1,676.0
NP_596256.4,XP_024551330.1,674.0
NP_595580.1,XP_001558392.1,670.0
NP_595640.1,XP_001552186.1,669.0
NP_001342870.1,XP_001546630.1,668.0
NP_595725.2,XP_024549850.1,665.0
NP_595829.1,XP_024548557.1,665.0
NP_588487.1,XP_001546309.1,664.0
NP_593331.2,XP_001550368.1,664.0
NP_594854.1,XP_001561381.1,664.0
NP_596841.2,XP_024546558.1,663.0
NP_594312.1,XP_001557996.1,662.0
NP_595480.1,XP_001557348.1,660.0
NP_595702.1,XP_001548411.1,660.0
NP_587938.1,XP_001555569.1,659.0
NP_595274.1,XP_024547337.1,658.0
NP_596077.1,XP_001548894.2,657.0
NP_596441.2,XP_024549870.1,657.0
NP_594346.1,XP_024546652.1,657.0
NP_593377.1,XP_024547746.1,656.0
NP_592961.1,XP_001553716.1,654.0
NP_596052.1,XP_024547237.1,652.0
NP_594824.1,XP_001549727.1,652.0
NP_596458.1,XP_001550233.1,650.0
NP_595991.2,XP_024547616.1,650.0
NP_596103.2,XP_001553290.1,648.0
NP_593513.1,XP_024550004.1,648.0
NP_593323.1,XP_024551796.1,647.0
NP_594582.1,XP_001554714.1,646.0
NP_588095.1,XP_001553016.1,646.0
NP_595226.1,XP_024547618.1,645.0
NP_596575.1,XP_024546395.1,645.0
NP_595939.1,XP_024551232.1,644.0
NP_001342933.1,XP_024547785.1,644.0
NP_596002.2,XP_024552937.1,643.0
NP_593962.1,XP_024546576.1,643.0
NP_596761.1,XP_024551326.1,642.0
NP_594699.1,XP_024550436.1,642.0
NP_592898.1,XP_001554752.1,642.0
NP_594528.1,XP_001549974.1,642.0
NP_596632.1,XP_001553070.2,642.0
NP_593668.2,XP_001554263.1,641.0
NP_593031.1,XP_024553023.1,640.0
NP_588218.1,XP_001552375.1,639.0
NP_593214.1,XP_001557482.1,639.0
NP_592843.1,XP_024553377.1,637.0
NP_594878.1,XP_001551892.1,637.0
NP_595015.1,XP_024547248.1,637.0
NP_596644.1,XP_024552197.1,637.0
NP_595726.1,XP_001545851.2,636.0
NP_594261.1,XP_024550849.1,634.0
NP_588397.3,XP_001548578.1,634.0
NP_594728.1,XP_024546576.1,634.0
NP_593224.1,XP_024550019.1,633.0
NP_587809.2,XP_001561263.1,632.0
NP_593191.1,XP_024546649.1,632.0
NP_593974.1,XP_024546160.1,632.0
NP_594558.1,XP_001555013.1,631.0
NP_596085.1,XP_024548174.1,631.0
NP_594780.1,XP_001551292.1,630.0
NP_593471.1,XP_001551292.1,630.0
NP_595781.1,XP_024548329.1,630.0
NP_595751.1,XP_001551106.2,630.0
NP_595342.1,XP_001558217.1,629.0
NP_595288.1,XP_024552289.1,629.0
NP_001342919.1,XP_001547585.1,628.0
NP_594430.1,XP_024549603.1,628.0
NP_587951.1,XP_001552220.1,627.0
NP_596044.1,XP_001547756.1,626.0
NP_587978.1,XP_001553408.1,626.0
NP_588209.1,XP_024548337.1,626.0
NP_595158.1,XP_024547304.1,625.0
NP_596731.1,XP_001556886.1,623.0
NP_596729.1,XP_001555311.2,623.0
NP_588437.1,XP_024547369.1,622.0
NP_594867.1,XP_024547831.1,621.0
NP_593496.1,XP_001550603.1,619.0
NP_595014.1,XP_001559023.1,618.0
NP_593441.1,XP_001558349.1,618.0
NP_595773.1,XP_001559023.1,617.0
NP_587682.1,XP_001559304.1,615.0
NP_596162.1,XP_024552270.1,615.0
NP_593896.1,XP_001560435.1,615.0
NP_587878.1,XP_024549364.1,614.0
NP_594339.1,XP_024549719.1,614.0
NP_595827.1,XP_001559775.1,613.0
NP_587984.1,XP_001561438.2,613.0
NP_593835.1,XP_001556825.1,613.0
NP_594295.1,XP_001560866.2,612.0
NP_588126.1,XP_024550362.1,612.0
NP_588225.1,XP_001546907.1,611.0
NP_595368.1,XP_024547354.1,610.0
NP_595870.1,XP_001547053.1,610.0
NP_595599.1,XP_001548634.1,610.0
NP_596740.1,XP_024548050.1,610.0
NP_595519.1,XP_024547443.1,608.0
NP_588260.2,XP_001556673.1,607.0
NP_587888.2,XP_024550292.1,607.0
NP_596046.1,XP_001558194.1,606.0
NP_593246.1,XP_024552546.1,606.0
NP_595362.1,XP_024551400.1,606.0
NP_595018.1,XP_001551623.1,606.0
NP_595925.1,XP_024548093.1,605.0
NP_588222.1,XP_001556307.1,604.0
NP_596172.1,XP_024552171.1,604.0
NP_593511.1,XP_024552850.1,603.0
NP_588206.1,XP_024553225.1,602.0
NP_596317.1,XP_024551386.1,602.0
NP_595385.1,XP_024548260.1,601.0
NP_588424.1,XP_024551769.1,601.0
NP_596730.1,XP_001548321.1,600.0
NP_596793.1,XP_024547571.1,600.0
NP_593037.1,XP_001554198.1,600.0
NP_595077.2,XP_001550857.2,600.0
NP_001342796.1,XP_001550574.1,598.0
NP_596641.1,XP_024545913.1,598.0
NP_593952.1,XP_024549383.1,597.0
NP_595903.1,XP_024546388.1,597.0
NP_588010.1,XP_024553487.1,597.0
NP_594680.1,XP_024547609.1,597.0
NP_595409.1,XP_001555417.1,595.0
NP_001342732.1,XP_001550905.1,595.0
NP_593754.1,XP_024551918.1,594.0
NP_595140.1,XP_001546871.2,594.0
NP_593430.1,XP_001558649.1,593.0
NP_593391.1,XP_001554581.1,592.0
NP_588374.1,XP_001546646.1,592.0
NP_594194.1,XP_001559328.1,591.0
NP_001342756.1,XP_024547842.1,591.0
NP_595476.1,XP_024547128.1,590.0
NP_596817.1,XP_024548191.1,588.0
NP_593138.1,XP_024552045.1,588.0
NP_596039.1,XP_024545933.1,587.0
NP_587760.1,XP_001548435.2,587.0
NP_596411.1,XP_001546470.1,587.0
NP_587837.1,XP_001555390.1,585.0
NP_594585.1,XP_001555013.1,584.0
NP_596527.1,XP_001552180.1,584.0
NP_588531.1,XP_001546999.2,584.0
NP_594429.1,XP_024547110.1,583.0
NP_596330.2,XP_024547135.1,583.0
NP_596185.1,XP_001545851.2,583.0
NP_596363.1,XP_024547217.1,582.0
NP_001342845.1,XP_024550873.1,582.0
NP_594991.2,XP_024552849.1,581.0
NP_588514.1,XP_024548762.1,580.0
NP_596450.1,XP_001560777.1,580.0
NP_595924.1,XP_001554295.1,580.0
NP_593499.2,XP_001560329.2,579.0
NP_596609.1,XP_001545282.2,579.0
NP_596167.2,XP_024552211.1,578.0
NP_594293.2,XP_024551442.1,578.0
NP_594579.1,XP_024552679.1,577.0
NP_001342835.1,XP_001552422.2,577.0
NP_593630.1,XP_024548208.1,577.0
NP_596426.1,XP_001549919.2,576.0
NP_595950.1,XP_001553918.1,576.0
NP_588133.1,XP_001551808.2,576.0
NP_593065.1,XP_001555223.2,576.0
NP_596588.1,XP_024549582.1,576.0
NP_593091.1,XP_001547691.2,575.0
NP_001342789.1,XP_001555983.1,575.0
NP_595183.1,XP_024546502.1,575.0
NP_595059.1,XP_024549486.1,574.0
NP_593565.1,XP_024546967.1,573.0
NP_592848.1,XP_001550468.1,573.0
NP_588123.1,XP_001559964.1,572.0
NP_595189.1,XP_001554424.1,569.0
NP_593788.2,XP_001551516.1,568.0
NP_001342854.1,XP_001546272.1,568.0
NP_594388.1,XP_001548073.1,568.0
NP_587731.1,XP_024546621.1,568.0
NP_596113.2,XP_001558526.1,568.0
NP_588369.1,XP_024549463.1,566.0
NP_593175.1,XP_024553668.1,566.0
NP_596106.1,XP_001559090.2,566.0
NP_594648.1,XP_001550285.1,566.0
NP_595333.1,XP_001560049.1,566.0
NP_596595.1,XP_001551596.1,565.0
NP_595531.1,XP_024547929.1,565.0
NP_001018845.2,XP_001557193.1,565.0
NP_593508.1,XP_024547827.1,565.0
NP_595345.1,XP_001546584.1,565.0
NP_588247.1,XP_024552810.1,564.0
NP_595129.1,XP_024548191.1,564.0
NP_594105.2,XP_024550688.1,563.0
NP_593830.1,XP_001555503.2,562.0
NP_596708.1,XP_001561199.1,561.0
NP_593444.1,XP_024547537.1,561.0
NP_593350.1,XP_024551357.1,561.0
NP_588382.1,XP_001561244.1,560.0
NP_593106.1,XP_001559651.1,560.0
NP_593077.1,XP_001557972.1,560.0
NP_593846.1,XP_024552741.1,559.0
NP_595604.1,XP_001545900.1,559.0
NP_595589.1,XP_001546414.2,558.0
NP_595760.1,XP_024549212.1,558.0
NP_593906.1,XP_024546631.1,558.0
NP_594564.1,XP_001555821.2,556.0
NP_596735.1,XP_001556367.2,556.0
NP_593083.1,XP_001560658.1,556.0
NP_595746.1,XP_024547913.1,555.0
NP_596249.1,XP_024547223.1,554.0
NP_593092.1,XP_024546362.1,554.0
NP_588170.1,XP_001547762.1,554.0
NP_595166.1,XP_001552003.1,554.0
NP_594866.1,XP_024547589.1,553.0
NP_596435.1,XP_024552138.1,553.0
NP_595595.1,XP_024548754.1,552.0
NP_594316.1,XP_024553061.1,552.0
NP_588323.1,XP_024552908.1,551.0
NP_596543.1,XP_001548387.1,551.0
NP_595289.1,XP_024550777.1,551.0
NP_596488.1,XP_024550302.1,550.0
NP_595007.1,XP_001559415.2,550.0
NP_588184.1,XP_001547803.1,550.0
NP_593544.1,XP_024549478.1,550.0
NP_588377.1,XP_001552375.1,550.0
NP_595662.2,XP_001549011.1,550.0
NP_593344.2,XP_024546619.1,550.0
NP_593629.1,XP_024552744.1,549.0
NP_594547.1,XP_024547779.1,549.0
NP_587989.2,XP_001555194.1,549.0
NP_593880.1,XP_024552257.1,548.0
NP_001018769.2,XP_024546388.1,548.0
NP_592900.1,XP_024554060.1,548.0
NP_594781.1,XP_001550193.2,547.0
NP_595163.1,XP_024547463.1,547.0
NP_588529.1,XP_024547886.1,547.0
NP_593373.1,XP_024549171.1,546.0
NP_593086.1,XP_024547353.1,546.0
NP_595046.1,XP_024546216.1,545.0
NP_588466.1,XP_001545556.1,545.0
NP_594527.1,XP_024545983.1,544.0
NP_001342778.1,XP_001548581.1,543.0
NP_594995.1,XP_001553727.2,543.0
NP_594083.1,XP_001550574.1,542.0
NP_595092.1,XP_024548073.1,542.0
NP_592935.1,XP_024552571.1,542.0
NP_001342764.1,XP_024551386.1,541.0
NP_593882.1,XP_001556626.1,541.0
NP_595193.1,XP_024553037.1,539.0
NP_596090.2,XP_024549177.1,539.0
NP_594170.1,XP_001554580.1,538.0
NP_592806.1,XP_001549429.1,537.0
NP_592939.1,XP_024548536.1,537.0
NP_594905.1,XP_024551468.1,536.0
NP_001018284.3,XP_024552066.1,536.0
NP_594128.1,XP_001558825.1,536.0
NP_588117.1,XP_024547667.1,536.0
NP_596174.1,XP_024546793.1,536.0
NP_001342798.1,XP_024551673.1,536.0
NP_593617.1,XP_024546621.1,535.0
NP_594815.1,XP_001548614.2,535.0
NP_595940.1,XP_001552218.2,535.0
NP_588047.1,XP_001553356.1,535.0
NP_001342877.1,XP_024548302.1,535.0
NP_596464.1,XP_024549542.1,533.0
NP_593353.1,XP_024549168.1,533.0
NP_001342968.1,XP_024548866.1,533.0
NP_595602.1,XP_024551315.1,533.0
NP_595945.1,XP_001555288.2,531.0
NP_594016.2,XP_024553066.1,531.0
NP_594625.1,XP_024553455.1,531.0
NP_596821.1,XP_024552810.1,531.0
NP_596421.1,XP_024547305.1,531.0
NP_592805.1,XP_024550650.1,531.0
NP_588359.2,XP_001557210.2,531.0
NP_593134.1,XP_024553979.1,530.0
NP_593038.2,XP_024551389.1,530.0
NP_593348.2,XP_024546391.1,530.0
NP_594842.1,XP_024549979.1,530.0
NP_594752.1,XP_001552450.1,529.0
NP_587725.1,XP_024552500.1,528.0
NP_587751.1,XP_024549168.1,527.0
NP_001342960.1,XP_001552218.2,527.0
NP_595692.1,XP_001556818.1,527.0
NP_593298.1,XP_024553225.1,526.0
NP_593162.1,XP_024547779.1,526.0
NP_593819.1,XP_024546458.1,526.0
NP_595125.1,XP_001547493.1,526.0
NP_594078.1,XP_024546314.1,525.0
NP_594835.1,XP_001559940.1,525.0
NP_596726.1,XP_001555223.2,525.0
NP_594204.1,XP_024547349.1,525.0
NP_595380.1,XP_024548302.1,525.0
NP_594840.1,XP_024551918.1,524.0
NP_592990.1,XP_001549961.1,524.0
NP_596546.1,XP_001548712.1,523.0
NP_596686.1,XP_001550643.1,523.0
NP_596466.1,XP_024552655.1,523.0
NP_588145.2,XP_024550153.1,522.0
NP_588547.1,XP_001557733.1,522.0
NP_594134.1,XP_024548248.1,521.0
NP_596678.2,XP_024550162.1,521.0
NP_594599.1,XP_024552438.1,521.0
NP_593535.1,XP_024552428.1,520.0
NP_593121.1,XP_001560643.1,518.0
NP_001342811.1,XP_001545468.2,518.0
NP_594975.1,XP_024549603.1,518.0
NP_594298.1,XP_001554921.1,517.0
NP_595051.2,XP_024553061.1,517.0
NP_593241.1,XP_001554661.1,516.0
NP_001342936.1,XP_001552375.1,516.0
NP_596498.1,XP_001555373.1,516.0
NP_595008.3,XP_024553061.1,515.0
NP_595203.2,XP_001554148.1,514.0
NP_595323.1,XP_001559435.1,514.0
NP_593934.1,XP_001558290.1,514.0
NP_596578.2,XP_024551922.1,514.0
NP_593737.2,XP_001553918.1,514.0
NP_587894.1,XP_001553767.2,514.0
NP_594397.1,XP_001561121.1,514.0
NP_593301.1,XP_024549733.1,514.0
NP_593165.1,XP_001558396.1,513.0
NP_593164.1,XP_001548140.1,513.0
NP_595703.1,XP_024549012.1,513.0
NP_001342838.1,XP_024546034.1,512.0
NP_593916.1,XP_024548302.1,511.0
NP_592974.1,XP_024552842.1,511.0
NP_595330.1,XP_001558734.2,511.0
NP_594892.1,XP_001558781.1,511.0
