query,subject,score
NP_010622.1,XP_033765560.1,2494.0
NP_012493.1,XP_033767238.1,2491.0
NP_015335.1,XP_033769769.1,2484.0
NP_013725.1,XP_033768323.1,2477.0
NP_010883.3,XP_033765783.1,2474.0
NP_014149.1,XP_033768710.1,2472.0
NP_013529.3,XP_033768154.1,2472.0
NP_012234.3,XP_033767013.1,2459.0
NP_011375.1,XP_033766231.1,2457.0
NP_014939.1,XP_033769411.1,2453.0
NP_010136.1,XP_033765126.1,2447.0
NP_013502.3,XP_033768131.1,2447.0
NP_012140.1,XP_033766929.1,2445.0
NP_011384.1,XP_033766239.1,2445.0
NP_011031.1,XP_033765927.1,2444.0
NP_009506.1,XP_033764551.1,2436.0
NP_010086.2,XP_033765083.1,2430.0
NP_014033.1,XP_033768606.1,2429.0
NP_009777.1,XP_033764809.1,2426.0
NP_011453.1,XP_033766301.1,2417.0
NP_014975.2,XP_033769441.1,2410.0
NP_015351.1,XP_033769784.1,2408.0
NP_010265.1,XP_033765240.1,2407.0
NP_013793.1,XP_033768382.1,2404.0
NP_010502.3,XP_033765449.1,2399.0
NP_015098.1,XP_033769547.1,2394.0
NP_010695.1,XP_033765628.1,2387.0
NP_009399.2,XP_033764469.1,2386.0
NP_012713.1,XP_033767430.1,2385.0
NP_011604.3,XP_033766433.1,2382.0
NP_009579.1,XP_033764620.1,2378.0
NP_014850.1,XP_033769334.1,2377.0
NP_015313.1,XP_033769748.1,2373.0
NP_014767.3,XP_033769260.1,2372.0
NP_013901.1,XP_033768478.1,2370.0
NP_014142.1,XP_033768703.1,2362.0
NP_009998.2,XP_033765006.1,2358.0
NP_012461.1,XP_033767209.1,2356.0
NP_116647.1,XP_033766058.1,2352.0
NP_015215.1,XP_033769657.1,2352.0
NP_014981.1,XP_033769445.1,2345.0
NP_012216.1,XP_033766996.1,2345.0
NP_012025.1,XP_033766823.1,2345.0
NP_013663.1,XP_033768271.1,2342.0
NP_014503.2,XP_033769024.1,2340.0
NP_012793.2,XP_033767502.1,2333.0
NP_012661.3,XP_033767384.1,2333.0
NP_012107.1,XP_033766896.1,2329.0
NP_012455.1,XP_033767205.1,2328.0
NP_014729.1,XP_033769226.1,2326.0
NP_010382.3,XP_033765344.1,2312.0
NP_013827.1,XP_033768412.1,2306.0
NP_011365.1,XP_033766222.1,2303.0
NP_012625.5,XP_033767350.1,2295.0
NP_009637.1,XP_033764676.1,2289.0
NP_010389.3,XP_033765350.1,2284.0
NP_011786.1,XP_033766598.1,2281.0
NP_015188.1,XP_033769632.1,2276.0
NP_009445.2,XP_033764502.1,2276.0
NP_013847.1,XP_033768431.1,2273.0
NP_012643.3,XP_033767368.1,2265.0
NP_013630.1,XP_033768237.1,2262.0
NP_010181.2,XP_033765168.1,2254.0
NP_011423.1,XP_033766275.1,2251.0
NP_011421.1,XP_033766273.1,2249.0
NP_011035.1,XP_033765931.1,2243.0
NP_015447.1,XP_033769867.1,2241.0
NP_011382.1,XP_033766238.1,2239.0
NP_015319.1,XP_033769754.1,2236.0
NP_012338.1,XP_033767103.1,2231.0
NP_014312.1,XP_033768853.1,2230.0
NP_011608.1,XP_033766437.1,2229.0
NP_013619.1,XP_033768229.1,2228.0
NP_015165.1,XP_033769610.1,2227.0
NP_011734.3,XP_033766553.1,2223.0
NP_010929.3,XP_033765826.1,2223.0
NP_013290.1,XP_033767947.1,2222.0
NP_013374.1,XP_033768020.1,2219.0
NP_011948.1,XP_033766751.1,2219.0
NP_013923.1,XP_033768499.1,2218.0
NP_012151.1,XP_033766940.1,2218.0
NP_014207.2,XP_033768761.1,2214.0
NP_013608.1,XP_033768221.1,2212.0
NP_010066.1,XP_033765064.1,2212.0
NP_011509.1,XP_033766349.1,2207.0
NP_013487.1,XP_033768116.1,2206.0
NP_013008.3,XP_033767700.1,2205.0
NP_015107.1,XP_033769556.1,2199.0
NP_014039.1,XP_033768611.1,2199.0
NP_012406.1,XP_033767161.1,2198.0
NP_116687.1,XP_033766094.1,2197.0
NP_010050.1,XP_033765050.1,2197.0
NP_014870.1,XP_033769352.1,2196.0
NP_010324.3,XP_033765291.1,2196.0
NP_014126.1,XP_033768689.1,2195.0
NP_010443.3,XP_033765398.1,2194.0
NP_011359.1,XP_033766217.1,2194.0
NP_010325.1,XP_033765291.1,2194.0
NP_010752.3,XP_033765676.1,2186.0
NP_009421.3,XP_033764487.1,2183.0
NP_012443.1,XP_033767194.1,2182.0
NP_010413.3,XP_033765373.1,2181.0
NP_011749.3,XP_033766565.1,2179.0
NP_010503.1,XP_033765450.1,2179.0
NP_014948.1,XP_033769418.1,2178.0
NP_010323.3,XP_033765291.1,2177.0
NP_013514.1,XP_033768140.1,2177.0
NP_011686.1,XP_033766507.1,2177.0
NP_009477.1,XP_033764526.1,2174.0
NP_012119.1,XP_033766907.1,2174.0
NP_011263.2,XP_033766132.1,2165.0
NP_013380.1,XP_033768026.1,2160.0
NP_009794.3,XP_033764824.1,2159.0
NP_013029.3,XP_033767721.1,2157.0
NP_012271.3,XP_033767047.1,2152.0
NP_013079.1,XP_033767759.1,2151.0
NP_012115.1,XP_033766904.1,2151.0
NP_012485.1,XP_033767232.1,2151.0
NP_009804.1,XP_033764834.1,2149.0
NP_013132.1,XP_033767809.1,2148.0
NP_012717.1,XP_033767434.1,2148.0
NP_013350.1,XP_033768000.1,2145.0
NP_011946.1,XP_033766749.1,2138.0
NP_014236.1,XP_033768785.1,2138.0
NP_009531.1,XP_033764577.1,2136.0
NP_013185.1,XP_033767858.1,2134.0
NP_014752.3,XP_033769246.1,2133.0
NP_014293.1,XP_033768836.1,2132.0
NP_011364.1,XP_033766221.1,2124.0
NP_013197.1,XP_033767870.1,2120.0
NP_014267.1,XP_033768813.1,2120.0
NP_011499.1,XP_033766340.1,2117.0
NP_010577.3,XP_033765515.1,2114.0
NP_014070.1,XP_033768640.1,2113.0
NP_014563.1,XP_033769078.1,2112.0
NP_012886.3,XP_033767588.1,2110.0
NP_013636.1,XP_033768243.1,2107.0
NP_014384.3,XP_033768921.1,2105.0
NP_013540.1,XP_033768163.1,2105.0
NP_015374.1,XP_033769806.1,2097.0
NP_012623.1,XP_033767348.1,2097.0
NP_012028.1,XP_033766826.1,2096.0
NP_013022.1,XP_033767714.1,2096.0
NP_013555.1,XP_033768177.1,2095.0
NP_009546.1,XP_033764591.1,2095.0
NP_011584.2,XP_033766415.1,2095.0
NP_013172.1,XP_033767847.1,2094.0
NP_014608.1,XP_033769119.1,2094.0
NP_011308.1,XP_033766173.1,2094.0
NP_010795.3,XP_033765714.1,2090.0
NP_009937.2,XP_033764954.1,2085.0
NP_012141.1,XP_033766930.1,2083.0
NP_014132.1,XP_033768694.1,2079.0
NP_011611.1,XP_033766440.1,2076.0
NP_009487.2,XP_033764535.1,2069.0
NP_012238.1,XP_033767016.1,2068.0
NP_009400.1,XP_033764470.1,2067.0
NP_015303.1,XP_033769738.1,2062.0
NP_012712.1,XP_033767429.1,2057.0
NP_015347.1,XP_033769780.1,2057.0
NP_014554.1,XP_033769070.1,2056.0
NP_014463.1,XP_033768997.1,2053.0
NP_009962.2,XP_033764975.1,2048.0
NP_015200.1,XP_033769643.1,2046.0
NP_015210.1,XP_033769653.1,2043.0
NP_010407.1,XP_033765367.1,2040.0
NP_009349.3,XP_033764422.1,2040.0
NP_015420.1,XP_033769842.1,2038.0
NP_014691.1,XP_033769194.1,2037.0
NP_013493.2,XP_033768122.1,2036.0
NP_013988.1,XP_033768563.1,2035.0
NP_014597.1,XP_033769110.1,2033.0
NP_011987.1,XP_033766789.1,2033.0
NP_012299.1,XP_033767073.1,2032.0
NP_014831.3,XP_033769318.1,2030.0
NP_010206.1,XP_033765192.1,2030.0
NP_011756.1,XP_033766572.1,2029.0
NP_009383.1,XP_033764454.1,2029.0
NP_013914.1,XP_033768491.1,2029.0
NP_009490.1,XP_033764537.1,2028.0
NP_013603.1,XP_033768217.1,2027.0
NP_009446.2,XP_033764503.1,2027.0
NP_009449.1,XP_033764506.1,2025.0
NP_013069.1,XP_033767750.1,2024.0
NP_010041.2,XP_033765042.1,2023.0
NP_014621.1,XP_033769131.1,2022.0
NP_011650.3,XP_033766474.1,2020.0
NP_011840.1,XP_033766647.1,2016.0
NP_015380.1,XP_033769810.1,2015.0
NP_013945.1,XP_033768521.1,2014.0
NP_011641.1,XP_033766465.1,2011.0
NP_011561.3,XP_033766395.1,2011.0
NP_012575.3,XP_033767303.1,2009.0
NP_011790.1,XP_033766602.1,2008.0
NP_014496.2,XP_033769017.1,2005.0
NP_009516.1,XP_033764561.1,2005.0
NP_013797.1,XP_033768386.1,2003.0
NP_009594.1,XP_033764634.1,1996.0
NP_012569.1,XP_033767299.1,1991.0
NP_015357.1,XP_033769791.1,1989.0
NP_116686.3,XP_033766093.1,1989.0
NP_012866.1,XP_033767569.1,1986.0
NP_014072.2,XP_033768642.1,1985.0
NP_014543.1,XP_033769059.1,1985.0
NP_011502.1,XP_033766343.1,1977.0
NP_012666.2,XP_033767388.1,1974.0
NP_013932.1,XP_033768508.1,1973.0
NP_011892.1,XP_033766697.1,1971.0
NP_012859.1,XP_033767562.1,1971.0
NP_012831.1,XP_033767535.1,1968.0
NP_013012.3,XP_033767704.1,1968.0
NP_013589.1,XP_033768204.1,1967.0
NP_014163.1,XP_033768723.1,1965.0
NP_013239.1,XP_033767907.1,1962.0
NP_012721.1,XP_033767437.1,1962.0
NP_014156.2,XP_033768716.1,1956.0
NP_014276.1,XP_033768822.1,1954.0
NP_011103.1,XP_033765993.1,1946.0
NP_011314.2,XP_033766176.1,1945.0
NP_010882.1,XP_033765782.1,1944.0
NP_014980.3,XP_033769444.1,1944.0
NP_015422.2,XP_033769843.1,1941.0
NP_009854.2,XP_033764882.1,1938.0
NP_010524.3,XP_033765469.1,1937.0
NP_014308.1,XP_033768850.1,1936.0
NP_011940.1,XP_033766743.1,1932.0
NP_013958.1,XP_033768535.1,1929.0
NP_009615.1,XP_033764655.1,1928.0
NP_012264.3,XP_033767040.1,1922.0
NP_011614.1,XP_033766443.1,1920.0
NP_014557.1,XP_033769073.1,1920.0
NP_011348.1,XP_033766207.1,1916.0
NP_014639.1,XP_033769148.1,1914.0
NP_011970.1,XP_033766772.1,1911.0
NP_010091.2,XP_033765088.1,1911.0
NP_015289.1,XP_033769726.1,1910.0
NP_012724.1,XP_033767439.1,1909.0
NP_012190.1,XP_033766974.1,1907.0
NP_014552.1,XP_033769068.1,1904.0
NP_015355.1,XP_033769789.1,1902.0
NP_012157.3,XP_033766946.1,1901.0
NP_011720.3,XP_033766539.1,1901.0
NP_014803.1,XP_033769293.1,1899.0
NP_011276.1,XP_033766145.1,1898.0
NP_015142.1,XP_033769589.1,1897.0
NP_012624.1,XP_033767349.1,1896.0
NP_014121.1,XP_033768685.1,1895.0
NP_012905.1,XP_033767603.1,1894.0
NP_010718.1,XP_033765647.1,1893.0
NP_015008.3,XP_033769470.1,1893.0
NP_013168.1,XP_033767843.1,1890.0
NP_012573.1,XP_033767301.1,1889.0
NP_014078.1,XP_033768647.1,1887.0
NP_010683.3,XP_033765618.1,1887.0
NP_010889.1,XP_033765788.1,1886.0
NP_014551.1,XP_033769067.1,1885.0
NP_015285.1,XP_033769722.1,1883.0
NP_011704.3,XP_033766523.1,1883.0
NP_009444.2,XP_033764501.1,1883.0
NP_010253.2,XP_033765230.1,1881.0
NP_014015.1,XP_033768590.1,1879.0
NP_012138.1,XP_033766927.1,1878.0
NP_011966.1,XP_033766768.1,1878.0
NP_015344.1,XP_033769777.1,1877.0
NP_014578.1,XP_033769093.1,1877.0
NP_010612.2,XP_033765551.1,1876.0
NP_012110.1,XP_033766899.1,1875.0
NP_009635.1,XP_033764674.1,1873.0
NP_014112.1,XP_033768677.1,1870.0
NP_011944.2,XP_033766747.1,1870.0
NP_014541.1,XP_033769058.1,1869.0
NP_012451.1,XP_033767201.1,1868.0
NP_013140.1,XP_033767816.1,1868.0
NP_116628.1,XP_033766042.1,1865.0
NP_013513.3,XP_033768139.1,1863.0
NP_011950.1,XP_033766753.1,1862.0
NP_011507.1,XP_033766348.1,1862.0
NP_009943.2,XP_033764959.1,1860.0
NP_010300.3,XP_033765271.1,1860.0
NP_009640.1,XP_033764679.1,1859.0
NP_010450.3,XP_033765405.1,1857.0
NP_009984.1,XP_033764994.1,1850.0
NP_009966.2,XP_033764979.1,1848.0
NP_013703.1,XP_033768304.1,1847.0
NP_015486.1,XP_033769900.1,1847.0
NP_010016.2,XP_033765023.1,1847.0
NP_011774.1,XP_033766589.1,1846.0
NP_010359.1,XP_033765323.1,1846.0
NP_014014.1,XP_033768589.1,1846.0
NP_014344.3,XP_033768883.1,1844.0
NP_013946.1,XP_033768522.1,1842.0
NP_011055.3,XP_033765950.1,1840.0
NP_012765.3,XP_033767477.1,1840.0
NP_010993.1,XP_033765888.1,1837.0
NP_012217.3,XP_033766997.1,1837.0
NP_010556.1,XP_033765498.1,1837.0
NP_011988.1,XP_033766790.1,1835.0
NP_014002.1,XP_033768577.1,1835.0
NP_013074.1,XP_033767754.1,1833.0
NP_012381.1,XP_033767140.1,1829.0
NP_015440.1,XP_033769860.1,1828.0
NP_012748.1,XP_033767462.1,1828.0
NP_014074.1,XP_033768644.1,1827.0
NP_011036.1,XP_033765932.1,1826.0
NP_011352.1,XP_033766210.1,1826.0
NP_012910.1,XP_033767609.1,1825.0
NP_013230.1,XP_033767898.1,1823.0
NP_012892.1,XP_033767592.1,1821.0
NP_009548.1,XP_033764593.1,1818.0
NP_010853.2,XP_033765757.1,1817.0
NP_012756.1,XP_033767469.1,1816.0
NP_012437.1,XP_033767188.1,1812.0
NP_012267.1,XP_033767043.1,1810.0
NP_009411.2,XP_033764479.1,1810.0
NP_010596.1,XP_033765534.1,1808.0
NP_009630.3,XP_033764670.1,1807.0
NP_012198.3,XP_033766983.1,1806.0
NP_014991.1,XP_033769453.1,1802.0
NP_014375.1,XP_033768913.1,1801.0
NP_013193.1,XP_033767866.1,1801.0
NP_013993.1,XP_033768568.1,1801.0
NP_116583.2,XP_033766034.1,1797.0
NP_012154.1,XP_033766943.1,1797.0
NP_013288.1,XP_033767945.1,1794.0
NP_013770.1,XP_033768361.1,1792.0
NP_014410.3,XP_033768945.1,1788.0
NP_010941.1,XP_033765838.1,1786.0
NP_014770.1,XP_033769263.1,1786.0
NP_010667.1,XP_033765601.1,1786.0
NP_013635.1,XP_033768242.1,1785.0
NP_013461.1,XP_033768093.1,1784.0
NP_014272.3,XP_033768818.1,1783.0
NP_013015.1,XP_033767707.1,1778.0
NP_009788.3,XP_033764817.1,1776.0
NP_012024.1,XP_033766822.1,1774.0
NP_015367.1,XP_033769800.1,1772.0
NP_010783.3,XP_033765704.1,1770.0
NP_010132.1,XP_033765122.1,1768.0
NP_011039.1,XP_033765935.1,1766.0
NP_013451.1,XP_033768084.1,1764.0
NP_012337.1,XP_033767102.1,1764.0
NP_013490.3,XP_033768119.1,1764.0
NP_011374.1,XP_033766230.1,1758.0
NP_014994.3,XP_033769456.1,1757.0
NP_010365.3,XP_033765330.1,1757.0
NP_015520.1,XP_033769933.1,1757.0
NP_015309.1,XP_033769744.1,1754.0
NP_015346.1,XP_033769779.1,1754.0
NP_012129.1,XP_033766917.1,1753.0
NP_009530.1,XP_033764576.1,1753.0
NP_013596.1,XP_033768210.1,1753.0
NP_013249.1,XP_033767917.1,1752.0
NP_012192.2,XP_033766976.1,1752.0
NP_009573.1,XP_033764614.1,1751.0
NP_013341.1,XP_033767991.1,1751.0
NP_012934.1,XP_033767633.1,1750.0
NP_014465.1,XP_033768998.1,1749.0
NP_012595.1,XP_033767323.1,1748.0
NP_010709.1,XP_033765640.1,1747.0
NP_011273.1,XP_033766143.1,1746.0
NP_011281.1,XP_033766149.1,1740.0
NP_013146.1,XP_033767821.1,1740.0
NP_009840.3,XP_033764869.1,1736.0
NP_014086.1,XP_033768654.1,1733.0
NP_014647.1,XP_033769156.1,1732.0
NP_010210.1,XP_033765196.1,1731.0
NP_012123.1,XP_033766911.1,1731.0
NP_014776.1,XP_033769269.1,1729.0
NP_010673.1,XP_033769269.1,1729.0
NP_012953.2,XP_033767651.1,1728.0
NP_010513.1,XP_033765459.1,1726.0
NP_013486.3,XP_033768115.1,1725.0
NP_116698.3,XP_033766105.1,1722.0
NP_014913.3,XP_033769388.1,1722.0
NP_012459.1,XP_033767208.1,1717.0
NP_015199.1,XP_033769642.1,1717.0
NP_014031.1,XP_033768604.1,1716.0
NP_009629.6,XP_033764669.1,1715.0
NP_013610.1,XP_033768222.1,1708.0
NP_014681.1,XP_033769185.1,1707.0
NP_009468.1,XP_033764519.1,1704.0
NP_010345.3,XP_033765309.1,1702.0
NP_010311.1,XP_033765282.1,1701.0
NP_014862.3,XP_033769345.1,1700.0
NP_015414.2,XP_033769838.1,1699.0
NP_009359.1,XP_033764431.1,1699.0
NP_013267.1,XP_033767927.1,1699.0
NP_010157.1,XP_033765145.1,1698.0
NP_009761.4,XP_033764795.1,1697.0
NP_009907.2,XP_033764930.1,1696.0
NP_009853.3,XP_033764881.1,1696.0
NP_010992.1,XP_033765887.1,1694.0
NP_011570.1,XP_033766403.1,1690.0
NP_012441.1,XP_033767192.1,1689.0
NP_010310.1,XP_033765281.1,1688.0
NP_010366.1,XP_033765331.1,1685.0
NP_010354.3,XP_033765318.1,1685.0
NP_015461.1,XP_033769878.1,1685.0
NP_010859.1,XP_033765763.1,1684.0
NP_012233.1,XP_033767012.1,1684.0
NP_009877.1,XP_033764902.1,1683.0
NP_015178.1,XP_033769623.1,1680.0
NP_010444.1,XP_033765399.1,1680.0
NP_009381.1,XP_033764452.1,1679.0
NP_011378.1,XP_033766234.1,1679.0
NP_012075.1,XP_033766874.1,1679.0
NP_012946.3,XP_033767644.1,1679.0
NP_116652.1,XP_033766062.1,1679.0
NP_010087.1,XP_033765084.1,1679.0
NP_010166.1,XP_033765153.1,1678.0
NP_011051.3,XP_033765946.1,1677.0
NP_010188.1,XP_033765174.1,1676.0
NP_012289.3,XP_033767063.1,1674.0
NP_014854.2,XP_033769338.1,1673.0
NP_009871.2,XP_033764895.1,1671.0
NP_011335.1,XP_033766196.1,1671.0
NP_013556.3,XP_033768178.1,1671.0
NP_013844.2,XP_033768428.1,1670.0
NP_012247.3,XP_033767024.1,1669.0
NP_011466.1,XP_033766311.1,1669.0
NP_011673.1,XP_033766494.1,1668.0
NP_010871.3,XP_033765773.1,1667.0
NP_010150.1,XP_033765138.1,1667.0
NP_015016.3,XP_033769476.1,1665.0
NP_013114.1,XP_033767792.1,1663.0
NP_015129.1,XP_033769576.1,1661.0
NP_116657.1,XP_033766066.1,1660.0
NP_012465.3,XP_033767213.1,1659.0
NP_009762.2,XP_033764796.1,1659.0
NP_013324.1,XP_033767978.1,1657.0
NP_011678.3,XP_033766500.1,1656.0
NP_011287.1,XP_033766155.1,1654.0
NP_013646.1,XP_033768254.1,1653.0
NP_014408.1,XP_033768943.1,1651.0
NP_014445.1,XP_033768979.1,1651.0
NP_012570.3,XP_033767300.1,1650.0
NP_015316.1,XP_033769751.1,1650.0
NP_012976.1,XP_033767669.1,1645.0
NP_011656.3,XP_033766478.1,1645.0
NP_014860.1,XP_033769344.1,1642.0
NP_011488.1,XP_033766330.1,1641.0
NP_012370.1,XP_033767129.1,1641.0
NP_013762.1,XP_033768356.1,1640.0
NP_010643.3,XP_033765578.1,1638.0
NP_011913.1,XP_033766718.1,1636.0
NP_013098.1,XP_033767776.1,1636.0
NP_013677.1,XP_033768281.1,1636.0
NP_013807.1,XP_033768393.1,1636.0
NP_012801.1,XP_033767509.1,1634.0
NP_010646.4,XP_033765581.1,1633.0
NP_013066.1,XP_033767747.1,1632.0
NP_012196.1,XP_033766981.1,1632.0
NP_009959.2,XP_033764972.1,1632.0
NP_010589.3,XP_033765527.1,1630.0
NP_012750.1,XP_033767464.1,1630.0
NP_015306.1,XP_033769741.1,1630.0
NP_009611.1,XP_033764650.1,1627.0
NP_015317.1,XP_033769752.1,1625.0
NP_013769.1,XP_033768360.1,1623.0
NP_014040.1,XP_033768612.1,1622.0
NP_012323.1,XP_033767091.1,1622.0
NP_013547.3,XP_033768170.1,1622.0
NP_013005.1,XP_033767697.1,1622.0
NP_010289.3,XP_033765262.1,1620.0
NP_015437.1,XP_033769857.1,1620.0
NP_015430.1,XP_033769850.1,1619.0
NP_014349.1,XP_033768888.1,1616.0
NP_009345.3,XP_033764418.1,1613.0
NP_116696.2,XP_033766103.1,1613.0
NP_011280.1,XP_033766148.1,1613.0
NP_013820.1,XP_033768406.1,1612.0
NP_009643.2,XP_033764683.1,1611.0
NP_014784.1,XP_033769275.1,1610.0
