query,subject,score
NP_010294.1,NP_983072.3,1944.0
NP_009376.2,NP_984446.2,1943.0
NP_010419.3,NP_986712.2,1937.0
NP_011733.3,NP_983261.1,1932.0
NP_014311.3,NP_985265.1,1895.0
NP_012056.1,NP_984427.2,1891.0
NP_013052.1,NP_983332.2,1874.0
NP_011734.3,NP_983968.2,1850.0
NP_010883.3,NP_985901.1,1841.0
NP_013350.1,NP_982514.2,1833.0
NP_012485.1,NP_984680.2,1817.0
NP_014468.3,NP_983072.3,1815.0
NP_009477.1,NP_985249.2,1806.0
NP_014384.3,NP_982514.2,1804.0
NP_012529.3,NP_982380.1,1787.0
NP_013827.1,NP_984554.2,1773.0
NP_013488.3,NP_984907.2,1769.0
NP_014934.1,NP_986114.2,1768.0
NP_012707.1,NP_983061.1,1764.0
NP_010622.1,NP_984767.1,1759.0
NP_012140.1,NP_985231.1,1756.0
NP_011608.1,NP_982575.1,1750.0
NP_009474.1,NP_985252.1,1747.0
NP_010181.2,NP_985361.2,1736.0
NP_010136.1,NP_984173.1,1729.0
NP_014267.1,NP_987012.2,1725.0
NP_116579.1,NP_982870.2,1714.0
NP_015165.1,NP_982454.2,1709.0
NP_014736.1,NP_983325.2,1709.0
NP_014560.1,NP_984885.2,1697.0
NP_013885.1,NP_985359.1,1695.0
NP_012495.1,NP_983464.2,1690.0
NP_010425.1,NP_986480.2,1687.0
NP_013559.1,NP_983128.2,1685.0
NP_014297.3,NP_985237.1,1684.0
NP_011342.1,NP_984050.1,1672.0
NP_011035.1,NP_986369.2,1662.0
NP_013514.1,NP_984942.1,1659.0
NP_012141.1,NP_985230.2,1656.0
NP_009698.3,NP_984885.2,1652.0
NP_012216.1,NP_984017.1,1648.0
NP_009804.1,NP_985508.1,1642.0
NP_012793.2,NP_984554.2,1641.0
NP_011082.3,NP_986810.1,1641.0
NP_014933.3,NP_986109.2,1640.0
NP_014776.1,NP_985689.1,1637.0
NP_010673.1,NP_985689.1,1637.0
NP_012643.3,NP_983105.2,1635.0
NP_015107.1,NP_985437.2,1635.0
NP_014796.3,NP_983073.2,1628.0
NP_012956.3,NP_985618.2,1622.0
NP_011604.3,NP_984125.2,1618.0
NP_014621.1,NP_984830.1,1612.0
NP_013523.3,NP_984954.2,1607.0
NP_015098.1,NP_985419.2,1607.0
NP_012712.1,NP_985980.1,1597.0
NP_011888.1,NP_983470.2,1595.0
NP_010621.1,NP_984405.2,1592.0
NP_013847.1,NP_985769.2,1587.0
NP_014973.1,NP_983073.2,1581.0
NP_010694.1,NP_983073.2,1574.0
NP_009673.1,NP_983749.2,1552.0
NP_014980.3,NP_984459.1,1532.0
NP_011365.1,NP_987045.2,1530.0
NP_013923.1,NP_985383.2,1523.0
NP_014039.1,NP_986318.2,1523.0
NP_013502.3,NP_984927.2,1517.0
NP_011507.1,NP_986581.1,1514.0
NP_015313.1,NP_986652.2,1507.0
NP_014948.1,NP_986084.1,1502.0
NP_013475.1,NP_986132.2,1498.0
NP_011359.1,NP_987051.2,1495.0
NP_010157.1,NP_985705.2,1493.0
NP_015289.1,NP_986581.1,1488.0
NP_013797.1,NP_982968.4,1481.0
NP_013932.1,NP_985365.2,1474.0
NP_011833.1,NP_983341.2,1472.0
NP_013374.1,NP_986939.2,1471.0
NP_010892.1,NP_984800.2,1466.0
NP_011892.1,NP_983474.1,1465.0
NP_011308.1,NP_985216.2,1465.0
NP_010993.1,NP_984039.2,1462.0
NP_013652.1,NP_984983.1,1462.0
NP_009445.2,NP_983593.1,1457.0
NP_010323.3,NP_986570.2,1452.0
NP_010324.3,NP_986570.2,1452.0
NP_011828.1,NP_983332.2,1452.0
NP_010325.1,NP_986570.2,1449.0
NP_011797.3,NP_986321.2,1442.0
NP_013188.1,NP_986753.1,1442.0
NP_010577.3,NP_982462.1,1442.0
NP_010587.1,NP_982482.1,1441.0
NP_014639.1,NP_983400.1,1441.0
NP_011756.1,NP_984653.1,1429.0
NP_010382.3,NP_986782.2,1427.0
NP_013074.1,NP_986630.1,1427.0
NP_014236.1,NP_985578.2,1423.0
NP_013187.1,NP_986754.1,1420.0
NP_014276.1,NP_983081.2,1416.0
NP_013124.1,NP_982395.2,1413.0
NP_010066.1,NP_986626.1,1410.0
NP_012198.3,NP_984039.2,1410.0
NP_013848.1,NP_985772.1,1409.0
NP_015486.1,NP_986094.1,1405.0
NP_009984.1,NP_982598.1,1403.0
NP_011395.1,NP_982723.1,1402.0
NP_009579.1,NP_984672.2,1400.0
NP_012672.1,NP_982868.2,1399.0
NP_010579.1,NP_982470.1,1399.0
NP_012123.1,NP_985827.1,1395.0
NP_013407.1,NP_984065.1,1394.0
NP_010929.3,NP_982561.2,1394.0
NP_009530.1,NP_985725.1,1392.0
NP_011348.1,NP_984559.2,1387.0
NP_011098.3,NP_986780.1,1384.0
NP_009640.1,NP_985035.1,1380.0
NP_116687.1,NP_986902.1,1378.0
NP_014729.1,NP_985266.1,1373.0
NP_015344.1,NP_984071.2,1367.0
NP_009465.2,NP_986380.1,1364.0
NP_009373.1,NP_984450.1,1361.0
NP_014428.1,NP_985121.2,1360.0
NP_013639.1,NP_985007.1,1347.0
NP_012756.1,NP_984748.2,1347.0
NP_010253.2,NP_984775.1,1346.0
NP_011314.2,NP_986093.1,1345.0
NP_116617.1,NP_983626.1,1342.0
NP_015319.1,NP_986658.1,1339.0
NP_014752.3,NP_985322.2,1334.0
NP_013230.1,NP_986471.2,1326.0
NP_116647.1,NP_986643.1,1321.0
NP_013451.1,NP_983217.2,1319.0
NP_011051.3,NP_984041.1,1319.0
NP_015507.1,NP_984588.1,1318.0
NP_116664.1,NP_984829.1,1317.0
NP_014551.1,NP_986150.1,1316.0
NP_013069.1,NP_986792.2,1315.0
NP_009655.2,NP_983780.2,1313.0
NP_011276.1,NP_985820.2,1303.0
NP_013513.3,NP_984941.2,1302.0
NP_015267.1,NP_983072.3,1293.0
NP_010524.3,NP_982835.1,1292.0
NP_010091.2,NP_984192.1,1290.0
NP_014811.3,NP_986925.1,1287.0
NP_012461.1,NP_982360.1,1286.0
NP_011720.3,NP_985035.1,1283.0
NP_009794.3,NP_985523.1,1279.0
NP_013526.1,NP_984962.1,1279.0
NP_012765.3,NP_982415.2,1277.0
NP_014033.1,NP_986310.1,1275.0
NP_116674.2,NP_985045.2,1271.0
NP_013703.1,NP_984283.2,1270.0
NP_014149.1,NP_986184.2,1260.0
NP_009636.3,NP_985027.1,1260.0
NP_014293.1,NP_985322.2,1259.0
NP_013170.1,NP_983176.2,1259.0
NP_014975.2,NP_984453.1,1256.0
NP_009937.2,NP_985047.1,1255.0
NP_011509.1,NP_985537.1,1254.0
NP_012190.1,NP_983371.1,1253.0
NP_012565.1,NP_984800.2,1251.0
NP_009365.1,NP_984469.2,1251.0
NP_015351.1,NP_986396.1,1249.0
NP_011786.1,NP_983086.2,1242.0
NP_012818.1,NP_982911.2,1242.0
NP_013764.1,NP_983048.2,1241.0
NP_014691.1,NP_986969.2,1241.0
NP_013493.2,NP_984913.2,1240.0
NP_014312.1,NP_985266.1,1240.0
NP_012455.1,NP_982365.1,1239.0
NP_012157.3,NP_983857.1,1237.0
NP_009998.2,NP_985121.2,1235.0
NP_011941.1,NP_987024.1,1232.0
NP_013636.1,NP_985010.2,1231.0
NP_011352.1,NP_984563.2,1225.0
NP_011015.3,NP_983161.2,1225.0
NP_009446.2,NP_983594.1,1224.0
NP_009877.1,NP_986282.2,1224.0
NP_014015.1,NP_984430.2,1223.0
NP_012569.1,NP_984796.2,1216.0
NP_011378.1,NP_985432.1,1212.0
NP_011561.3,NP_986211.2,1212.0
NP_116578.3,NP_983365.1,1212.0
NP_013066.1,NP_985735.2,1209.0
NP_014132.1,NP_986214.2,1206.0
NP_015215.1,NP_986889.2,1205.0
NP_010882.1,NP_985902.2,1202.0
NP_010086.2,NP_984186.2,1201.0
NP_009594.1,NP_984671.1,1199.0
NP_014543.1,NP_985881.1,1194.0
NP_015515.1,NP_984579.2,1192.0
NP_010544.3,NP_984638.2,1190.0
NP_013793.1,NP_986590.1,1189.0
NP_011421.1,NP_985493.2,1187.0
NP_011031.1,NP_985252.1,1183.0
NP_012567.3,NP_984798.2,1183.0
NP_015200.1,NP_983561.2,1182.0
NP_013254.1,NP_986519.1,1179.0
NP_010359.1,NP_986798.1,1174.0
NP_011913.1,NP_982415.2,1174.0
NP_012335.1,NP_986176.2,1173.0
NP_011269.2,NP_985811.2,1172.0
NP_012934.1,NP_986606.1,1170.0
NP_011506.1,NP_986835.2,1170.0
NP_009385.2,NP_983683.2,1166.0
NP_015158.1,NP_982443.2,1166.0
NP_010992.1,NP_984034.2,1163.0
NP_012666.2,NP_982879.2,1162.0
NP_012915.3,NP_982959.2,1159.0
NP_013379.1,NP_986945.2,1158.0
NP_010905.1,NP_984817.1,1154.0
NP_012926.1,NP_982946.1,1152.0
NP_010265.1,NP_985082.2,1150.0
NP_014112.1,NP_984668.1,1144.0
NP_009478.1,NP_985044.2,1142.0
NP_013555.1,NP_985010.2,1140.0
NP_011780.3,NP_986998.1,1136.0
NP_010683.3,NP_985943.1,1135.0
NP_009761.4,NP_984137.1,1135.0
NP_012674.1,NP_982866.2,1134.0
NP_012579.1,NP_985899.2,1132.0
NP_013341.1,NP_986554.1,1131.0
NP_011489.1,NP_986032.1,1131.0
NP_011493.1,NP_986038.1,1130.0
NP_013290.1,NP_986229.2,1130.0
NP_010376.3,NP_986791.1,1129.0
NP_013725.1,NP_982996.2,1129.0
NP_013323.1,NP_986846.2,1129.0
NP_011029.3,NP_985044.2,1128.0
NP_009531.1,NP_985560.2,1125.0
NP_010731.3,NP_985179.1,1125.0
NP_015399.1,NP_983730.1,1125.0
NP_116670.1,NP_982549.2,1123.0
NP_015084.1,NP_985402.1,1122.0
NP_013911.1,NP_985402.1,1121.0
NP_013677.1,NP_983153.1,1120.0
NP_013359.1,NP_982549.2,1119.0
NP_014190.1,NP_982773.1,1119.0
NP_015219.1,NP_986878.1,1118.0
NP_014031.1,NP_986309.1,1118.0
NP_014102.1,NP_984657.1,1118.0
NP_010052.1,NP_982773.1,1117.0
NP_010041.2,NP_982740.2,1115.0
NP_014854.2,NP_983566.2,1115.0
NP_009555.1,NP_984861.1,1113.0
NP_013770.1,NP_984223.2,1113.0
NP_012501.1,NP_983443.2,1111.0
NP_013988.1,NP_985133.1,1109.0
NP_014086.1,NP_983919.2,1108.0
NP_013076.1,NP_985661.1,1105.0
NP_012500.3,NP_983441.1,1104.0
NP_009679.2,NP_983723.1,1104.0
NP_009396.2,NP_985661.1,1103.0
NP_011614.1,NP_982632.1,1103.0
NP_010284.1,NP_984861.1,1102.0
NP_009347.1,NP_984503.1,1097.0
NP_013376.1,NP_986942.1,1096.0
NP_012774.1,NP_983455.2,1092.0
NP_010413.3,NP_986732.2,1091.0
NP_014207.2,NP_982794.2,1090.0
NP_010953.1,NP_985779.2,1090.0
NP_015232.1,NP_986860.1,1090.0
NP_011612.3,NP_982630.2,1089.0
NP_116686.3,NP_986903.1,1085.0
NP_014496.2,NP_987064.1,1085.0
NP_013604.1,NP_985141.2,1085.0
NP_014377.1,NP_983880.2,1084.0
NP_014074.1,NP_983901.2,1082.0
NP_012440.1,NP_985639.1,1081.0
NP_012034.1,NP_984643.1,1081.0
NP_009536.1,NP_985565.2,1078.0
NP_009637.1,NP_985030.1,1078.0
NP_013839.1,NP_985760.2,1077.0
NP_014803.1,NP_982657.2,1076.0
NP_013608.1,NP_985133.1,1075.0
NP_012490.1,NP_983455.2,1075.0
NP_009961.2,NP_986167.2,1072.0
NP_014913.3,NP_984273.2,1072.0
NP_009971.1,NP_986222.1,1072.0
NP_015349.1,NP_986393.1,1069.0
NP_009379.2,NP_983692.1,1067.0
NP_011280.1,NP_985801.2,1067.0
NP_012119.1,NP_985831.2,1066.0
NP_015239.1,NP_986867.1,1065.0
NP_013100.1,NP_982368.1,1065.0
NP_013844.2,NP_985765.2,1064.0
NP_010322.1,NP_986702.1,1063.0
NP_010628.3,NP_985344.1,1062.0
NP_009672.1,NP_983750.2,1062.0
NP_011946.1,NP_984389.2,1059.0
NP_010004.1,NP_986441.2,1058.0
NP_013086.1,NP_986712.2,1057.0
NP_013342.1,NP_986553.1,1054.0
NP_013714.1,NP_983398.2,1053.0
NP_014637.1,NP_983396.2,1053.0
NP_012677.1,NP_982862.2,1053.0
NP_014597.1,NP_983683.2,1052.0
NP_010414.3,NP_986734.2,1049.0
NP_011375.1,NP_986209.1,1047.0
NP_010718.1,NP_984280.2,1046.0
NP_013012.3,NP_984320.1,1046.0
NP_009943.2,NP_984818.2,1044.0
NP_012264.3,NP_984095.1,1043.0
NP_014349.1,NP_983857.1,1043.0
NP_010150.1,NP_984202.2,1042.0
NP_009728.1,NP_986878.1,1039.0
NP_015285.1,NP_986420.1,1039.0
NP_013128.1,NP_985760.2,1038.0
NP_011939.2,NP_987017.2,1038.0
NP_015303.1,NP_986003.1,1036.0
NP_013529.3,NP_984970.2,1036.0
NP_012911.3,NP_983309.1,1028.0
NP_009675.3,NP_983730.1,1027.0
NP_012713.1,NP_985979.1,1026.0
NP_015437.1,NP_984131.2,1025.0
NP_013807.1,NP_982906.2,1024.0
NP_010884.1,NP_985899.2,1023.0
NP_015316.1,NP_986649.2,1023.0
NP_012267.1,NP_984107.2,1021.0
NP_014608.1,NP_984523.2,1018.0
NP_013975.1,NP_982889.2,1016.0
NP_010498.1,NP_986574.2,1015.0
NP_010466.3,NP_986534.1,1010.0
NP_009900.2,NP_986251.2,1009.0
NP_011382.1,NP_985438.2,1009.0
NP_116657.1,NP_986669.1,1009.0
NP_013132.1,NP_985767.2,1008.0
NP_009755.1,NP_984612.1,1007.0
NP_010223.1,NP_984911.1,1007.0
NP_012624.1,NP_986362.2,1006.0
NP_013915.1,NP_985391.2,1006.0
NP_013239.1,NP_986495.2,1004.0
NP_011661.2,NP_986015.1,1003.0
NP_014860.1,NP_983504.2,1003.0
NP_011790.1,NP_986337.1,1002.0
NP_010407.1,NP_986723.2,1001.0
NP_013197.1,NP_986723.2,1001.0
NP_011988.1,NP_983084.2,1000.0
NP_013826.1,NP_984555.1,1000.0
NP_015178.1,NP_983530.2,997.0
NP_011640.1,NP_985850.1,997.0
NP_012313.1,NP_985565.2,996.0
NP_012095.1,NP_985565.2,995.0
NP_015471.1,NP_985850.1,994.0
NP_009573.1,NP_985076.2,991.0
NP_011641.1,NP_985851.2,990.0
NP_012522.2,NP_986982.1,989.0
NP_013392.1,NP_986956.1,989.0
NP_011584.2,NP_986132.2,988.0
NP_013958.1,NP_982935.2,987.0
NP_009757.1,NP_984615.1,986.0
NP_014339.1,NP_983843.2,984.0
NP_013145.1,NP_983270.1,984.0
NP_015346.1,NP_984047.1,983.0
NP_012520.1,NP_986980.1,982.0
NP_012424.1,NP_985614.1,982.0
NP_010795.3,NP_986244.1,981.0
NP_011416.3,NP_985506.2,981.0
NP_010188.1,NP_984375.2,979.0
NP_013630.1,NP_985017.2,979.0
NP_010612.2,NP_984388.2,979.0
NP_013161.1,NP_983621.2,978.0
NP_015117.1,NP_985451.1,975.0
NP_014408.1,NP_984383.1,974.0
NP_014070.1,NP_987060.1,974.0
NP_009453.2,NP_986395.1,973.0
NP_011761.3,NP_984649.1,973.0
NP_009529.1,NP_985726.2,971.0
NP_014030.1,NP_986332.1,970.0
NP_012598.1,NP_985965.1,969.0
NP_009514.1,NP_986347.1,967.0
NP_014410.3,NP_984385.2,967.0
NP_011018.1,NP_983163.2,963.0
NP_013022.1,NP_985837.2,962.0
NP_010244.1,NP_984406.2,962.0
NP_009400.1,NP_985546.2,961.0
NP_012550.1,NP_983287.1,960.0
NP_012896.1,NP_986598.2,960.0
NP_013093.1,NP_982378.1,959.0
NP_012796.1,NP_982919.2,957.0
NP_009966.2,NP_986175.2,957.0
NP_013172.1,NP_983179.2,956.0
NP_012623.1,NP_985253.1,956.0
NP_014238.3,NP_985582.1,956.0
NP_013360.1,NP_985702.2,956.0
NP_010016.2,NP_984265.1,955.0
NP_013944.1,NP_985206.1,955.0
NP_009853.3,NP_986742.1,954.0
NP_116696.2,NP_983998.1,952.0
NP_015447.1,NP_986917.2,950.0
NP_014657.1,NP_984527.2,950.0
NP_015172.1,NP_983544.2,949.0
NP_014078.1,NP_983907.2,949.0
NP_009629.6,NP_986455.2,947.0
NP_012337.1,NP_986175.2,946.0
NP_013235.1,NP_983270.1,946.0
NP_010474.3,NP_986546.1,946.0
NP_012075.1,NP_983707.1,944.0
NP_009487.2,NP_987035.1,944.0
NP_010225.1,NP_984905.1,943.0
NP_009685.3,NP_983716.1,943.0
NP_011884.1,NP_984840.1,939.0
NP_014966.1,NP_983692.1,938.0
NP_012526.1,NP_983448.2,938.0
NP_013023.3,NP_985839.1,937.0
NP_015520.1,NP_983697.1,936.0
NP_013193.1,NP_986742.1,935.0
NP_013348.1,NP_982512.2,935.0
NP_015485.1,NP_986092.1,934.0
NP_012637.4,NP_986347.1,932.0
NP_011384.1,NP_985442.2,932.0
NP_011601.3,NP_983270.1,931.0
NP_011966.1,NP_983553.2,931.0
NP_014210.1,NP_982797.1,930.0
NP_014849.3,NP_983819.1,929.0
NP_010942.1,NP_983123.2,928.0
NP_012338.1,NP_986174.2,927.0
NP_013487.1,NP_984904.1,926.0
NP_010497.3,NP_986572.1,924.0
NP_013486.3,NP_984903.1,924.0
NP_015357.1,NP_983592.1,923.0
NP_009381.1,NP_983690.1,923.0
NP_012381.1,NP_984754.1,923.0
NP_009444.2,NP_983592.1,922.0
NP_012859.1,NP_983038.2,920.0
NP_013986.1,NP_985130.2,919.0
NP_014338.3,NP_983842.1,917.0
NP_009386.1,NP_983681.1,916.0
NP_010765.3,NP_984631.1,915.0
NP_009538.1,NP_985567.2,912.0
NP_011401.1,NP_985532.1,911.0
NP_011908.1,NP_982421.1,911.0
NP_014040.1,NP_986323.1,910.0
NP_014463.1,NP_985565.2,910.0
NP_010347.1,NP_986793.2,907.0
NP_010903.3,NP_984813.1,907.0
NP_012124.1,NP_985270.1,906.0
NP_012889.3,NP_986584.1,905.0
NP_011749.3,NP_983953.2,905.0
NP_010443.3,NP_986494.1,904.0
NP_011944.2,NP_987030.2,904.0
NP_010138.1,NP_984179.1,904.0
NP_013663.1,NP_985929.2,904.0
NP_116620.1,NP_983620.2,903.0
NP_012524.3,NP_983449.2,903.0
NP_012788.2,NP_985745.1,902.0
NP_012115.1,NP_985837.2,901.0
NP_012953.2,NP_985636.2,899.0
NP_014834.1,NP_982690.1,898.0
NP_010132.1,NP_984167.1,898.0
NP_010520.3,NP_982841.2,898.0
NP_011831.1,NP_983335.2,897.0
NP_015129.1,NP_985472.1,897.0
NP_015199.1,NP_983564.1,897.0
NP_010933.1,NP_982566.2,897.0
NP_009351.1,NP_984497.1,896.0
NP_009840.3,NP_984707.1,896.0
NP_116698.3,NP_985792.2,896.0
NP_010117.1,NP_983249.1,896.0
NP_013463.1,NP_982941.2,894.0
NP_009305.1,NP_987079.1,894.0
NP_011904.1,NP_982467.1,893.0
NP_116583.2,NP_983622.1,892.0
NP_012748.1,NP_984737.1,892.0
NP_012040.1,NP_985156.2,892.0
NP_010345.3,NP_985032.2,891.0
NP_012733.1,NP_984951.1,891.0
NP_014654.1,NP_983072.3,890.0
NP_009676.1,NP_983726.1,890.0
NP_015405.1,NP_983726.1,890.0
NP_009635.1,NP_982882.1,890.0
NP_012252.1,NP_983072.3,889.0
NP_014375.1,NP_983883.2,889.0
NP_009545.2,NP_986834.2,889.0
NP_014886.1,NP_983538.1,889.0
NP_012196.1,NP_983357.2,888.0
NP_012655.3,NP_983117.2,887.0
NP_009997.2,NP_985120.1,885.0
NP_011281.1,NP_985798.2,884.0
NP_013993.1,NP_985139.2,884.0
NP_013490.3,NP_984909.2,883.0
NP_010611.3,NP_987033.2,882.0
NP_011659.3,NP_986092.1,881.0
NP_011893.1,NP_983475.2,879.0
NP_009383.1,NP_983688.1,879.0
NP_015461.1,NP_982644.1,879.0
NP_014962.3,NP_982929.1,879.0
NP_013505.4,NP_984930.1,878.0
NP_015358.1,NP_983589.1,878.0
NP_012717.1,NP_985971.2,878.0
NP_014622.1,NP_984831.3,876.0
NP_013656.1,NP_984977.2,875.0
NP_014314.3,NP_985269.2,875.0
NP_009362.1,NP_984464.1,875.0
NP_014295.1,NP_985321.2,875.0
NP_010784.1,NP_985889.1,874.0
NP_010171.1,NP_983802.2,874.0
NP_012661.3,NP_985017.2,874.0
NP_011847.1,NP_982989.2,874.0
NP_014017.1,NP_986999.2,873.0
NP_015302.1,NP_986004.1,873.0
NP_012927.3,NP_982945.1,872.0
NP_010457.3,NP_986522.2,872.0
NP_013642.1,NP_984997.1,871.0
NP_009700.1,NP_984887.1,869.0
NP_014282.1,NP_983670.2,869.0
NP_014157.1,NP_982739.2,868.0
NP_013536.3,NP_984977.2,868.0
NP_014751.1,NP_985321.2,868.0
NP_012795.1,NP_982918.1,868.0
NP_014126.1,NP_986220.2,867.0
NP_013413.1,NP_984058.2,867.0
NP_011902.1,NP_982471.1,866.0
NP_009546.1,NP_986836.2,865.0
NP_011310.1,NP_985214.2,864.0
NP_012297.3,NP_983670.2,864.0
NP_012845.1,NP_984236.1,863.0
NP_013823.1,NP_982918.1,862.0
NP_014584.1,NP_985086.1,862.0
NP_012433.1,NP_985632.1,861.0
NP_009788.3,NP_982716.1,861.0
NP_013974.1,NP_982929.1,860.0
NP_010987.3,NP_984030.1,860.0
NP_012890.1,NP_985822.1,860.0
NP_013005.1,NP_984308.2,860.0
NP_011774.1,NP_985680.1,859.0
NP_014029.1,NP_986333.1,858.0
NP_011716.3,NP_983288.1,858.0
NP_015188.1,NP_983515.1,858.0
NP_013071.1,NP_986634.1,858.0
NP_014670.1,NP_984637.2,856.0
NP_014405.1,NP_985371.1,856.0
NP_013466.1,NP_982936.2,855.0
NP_116651.1,NP_986646.1,855.0
NP_013378.1,NP_986944.1,855.0
NP_013822.1,NP_982919.2,853.0
NP_010542.1,NP_986411.1,853.0
NP_014260.3,NP_985605.2,853.0
NP_012574.1,NP_984790.2,853.0
NP_013159.1,NP_983617.2,852.0
NP_012787.1,NP_985747.2,851.0
NP_010961.3,NP_985790.1,851.0
NP_012138.1,NP_985233.2,851.0
NP_009506.1,NP_983097.2,850.0
NP_009420.1,NP_985081.1,850.0
NP_015001.1,NP_984483.2,849.0
NP_013083.1,NP_984057.1,849.0
NP_014131.1,NP_986215.2,848.0
NP_015089.1,NP_985408.2,848.0
NP_011488.1,NP_986030.2,848.0
NP_011606.3,NP_984129.1,848.0
NP_012777.1,NP_983453.1,847.0
NP_012175.1,NP_983887.1,846.0
NP_011883.1,NP_984841.2,846.0
NP_014451.1,NP_983067.1,845.0
NP_012257.1,NP_982929.1,845.0
NP_116616.1,NP_983627.1,844.0
NP_011932.2,NP_982501.2,842.0
NP_010744.3,NP_985164.1,842.0
NP_012088.3,NP_984977.2,841.0
NP_011262.1,NP_985824.1,840.0
NP_012053.3,NP_985676.2,840.0
NP_013625.1,NP_985988.1,836.0
NP_013298.1,NP_983260.1,836.0
NP_012949.1,NP_985629.1,834.0
NP_015436.1,NP_984129.1,833.0
NP_015209.1,NP_983831.2,832.0
NP_015306.1,NP_986646.1,832.0
NP_014771.3,NP_983612.1,832.0
NP_011772.3,NP_985676.2,830.0
NP_010306.1,NP_982859.1,830.0
NP_009684.1,NP_983718.1,828.0
NP_010199.1,NP_984356.1,827.0
NP_013380.1,NP_986946.2,826.0
NP_011005.1,NP_983370.1,826.0
NP_011092.1,NP_986788.1,825.0
NP_014163.1,NP_982745.2,825.0
NP_013289.1,NP_986231.1,825.0
NP_015142.1,NP_985492.1,824.0
NP_014178.1,NP_982760.1,823.0
NP_015053.2,NP_983425.2,822.0
NP_011871.1,NP_984259.1,822.0
NP_009738.1,NP_983144.2,822.0
NP_010475.1,NP_986547.1,822.0
NP_014161.1,NP_982744.2,821.0
NP_014069.1,NP_987061.1,821.0
NP_015015.1,NP_984508.2,820.0
NP_013890.1,NP_985351.1,820.0
NP_010941.1,NP_983120.2,819.0
NP_011617.1,NP_982635.1,818.0
NP_013670.1,NP_982666.1,817.0
NP_014431.1,NP_985124.1,816.0
NP_013583.1,NP_985989.1,816.0
NP_014465.1,NP_986459.2,816.0
NP_011686.1,NP_982411.1,816.0
NP_013456.1,NP_983212.1,815.0
NP_012599.3,NP_985966.1,815.0
NP_013482.1,NP_986143.1,813.0
NP_010476.1,NP_986548.1,813.0
NP_013617.1,NP_983742.1,813.0
NP_014939.1,NP_982931.2,813.0
NP_010133.1,NP_984168.1,813.0
NP_009542.1,NP_986036.2,812.0
NP_010121.1,NP_983599.1,812.0
NP_013461.1,NP_982942.2,812.0
NP_012111.1,NP_985842.2,812.0
NP_014760.3,NP_985111.2,810.0
NP_013473.1,NP_986130.1,810.0
NP_013029.3,NP_983332.2,809.0
NP_014287.3,NP_985329.2,809.0
NP_010825.3,NP_984235.1,808.0
NP_009359.1,NP_984484.1,808.0
NP_009404.1,NP_985540.1,808.0
NP_009690.1,NP_982579.2,808.0
NP_011673.1,NP_985657.1,808.0
NP_014847.3,NP_983823.2,806.0
NP_013501.1,NP_984925.2,806.0
NP_010277.1,NP_984850.1,805.0
NP_015282.1,NP_986417.1,805.0
NP_014445.1,NP_984264.2,803.0
NP_010969.1,NP_983982.2,802.0
NP_014143.2,NP_986195.2,801.0
NP_009796.1,NP_985521.2,801.0
NP_010050.1,NP_982776.2,801.0
NP_010695.1,NP_982660.1,800.0
NP_010853.2,NP_983413.1,800.0
NP_013582.1,NP_985988.1,800.0
